time,iteration,size,seconds,microseconds
1522547855, 1499, 1278476, 2, 47119
1522547857, 1500, 1511855, 2, 200886
1522547864, 1501, 4919186, 7, 40938
1522547866, 1502, 1511855, 2, 125041
1522547866, 1503, 437643, 0, 510122
1522547869, 1504, 1511855, 2, 251936
1522547871, 1505, 1000535, 2, 150819
1522547877, 1506, 3688570, 6, 554286
1522547883, 1507, 3224957, 5, 621473
1522547888, 1508, 3688570, 4, 717486
1522547892, 1509, 3688570, 4, 710109
1522547894, 1510, 1000535, 1, 232940
1522547894, 1511, 437643, 0, 815081
1522547900, 1512, 3688570, 5, 339762
1522547903, 1513, 1278476, 3, 58008
1522547905, 1514, 1511855, 2, 351821
1522547910, 1515, 3224957, 4, 813993
1522547912, 1516, 1000535, 1, 777907
1522547914, 1517, 951239, 2, 110732
1522547922, 1518, 4919186, 7, 837618
1522547927, 1519, 3224957, 4, 760044
1522547929, 1520, 1087667, 2, 147034
1522547932, 1521, 1278476, 3, 378650
1522547936, 1522, 3224957, 4, 97624
1522547937, 1523, 437643, 1, 123678
1522547939, 1524, 1615289, 2, 150134
1522547941, 1525, 1000535, 2, 50432
1522547943, 1526, 951239, 1, 646075
1522547944, 1527, 1000535, 1, 115129
1522547946, 1528, 951239, 2, 151789
1522547948, 1529, 1278476, 2, 62070
1522547954, 1530, 3688570, 5, 767508
1522547961, 1531, 3224957, 7, 15732
1522547964, 1532, 1087667, 3, 72038
1522547967, 1533, 1000535, 2, 866269
1522547971, 1534, 1615289, 4, 95820
1522547974, 1535, 1278476, 2, 252582
1522547979, 1536, 3688570, 5, 324479
1522547987, 1537, 4919186, 8, 294333
1522547992, 1538, 3688570, 4, 752339
1522547994, 1539, 1000535, 1, 711677
1522547996, 1540, 951239, 2, 239935
1522547998, 1541, 1278476, 2, 353181
1522548001, 1542, 1511855, 3, 71417
1522548004, 1543, 1511855, 2, 253270
1522548010, 1544, 4919186, 6, 552019
1522548011, 1545, 437643, 1, 433579
1522548015, 1546, 1615289, 3, 491777
1522548017, 1547, 1000535, 1, 525483
1522548020, 1548, 1615289, 3, 389003
1522548022, 1549, 1278476, 2, 343485
1522548024, 1550, 1000535, 1, 638858
1522548031, 1551, 4919186, 7, 583013
1522548034, 1552, 1511855, 2, 351453
1522548035, 1553, 1087667, 1, 634979
1522548042, 1554, 3688570, 6, 532852
1522548043, 1555, 1000535, 1, 151480
1522548046, 1556, 1615289, 2, 452392
1522548047, 1557, 437643, 0, 923693
1522548049, 1558, 1615289, 2, 969925
1522548051, 1559, 1000535, 1, 327312
1522548053, 1560, 1278476, 2, 661438
1522548056, 1561, 1000535, 2, 561067
1522548057, 1562, 437643, 0, 510219
1522548059, 1563, 1087667, 2, 354890
1522548061, 1564, 1000535, 2, 49195
1522548067, 1565, 3224957, 5, 938274
1522548069, 1566, 1615289, 2, 557786
1522548070, 1567, 437643, 0, 494587
1522548072, 1568, 1278476, 1, 963176
1522548074, 1569, 1615289, 2, 280833
1522548081, 1570, 3688570, 6, 318949
1522548084, 1571, 1511855, 3, 891111
1522548092, 1572, 4919186, 7, 167168
1522548094, 1573, 1087667, 1, 945664
1522548099, 1574, 3688570, 5, 939719
1522548100, 1575, 437643, 0, 616721
1522548102, 1576, 1615289, 1, 941457
1522548103, 1577, 951239, 1, 435978
1522548109, 1578, 3688570, 5, 488310
1522548114, 1579, 3688570, 5, 383555
1522548116, 1580, 1087667, 1, 925268
1522548117, 1581, 1000535, 1, 124977
1522548121, 1582, 1511855, 4, 98708
1522548126, 1583, 3688570, 5, 13694
1522548129, 1584, 1278476, 2, 765132
1522548136, 1585, 3224957, 6, 347789
1522548140, 1586, 3224957, 4, 961
1522548141, 1587, 951239, 1, 16090
1522548142, 1588, 1000535, 1, 571840
1522548147, 1589, 3688570, 4, 655204
1522548148, 1590, 437643, 1, 146318
1522548152, 1591, 3688570, 4, 155729
1522548154, 1592, 1000535, 1, 414689
1522548154, 1593, 437643, 0, 571717
1522548158, 1594, 3224957, 3, 992131
1522548163, 1595, 3688570, 4, 403206
1522548164, 1596, 1000535, 1, 527315
1522548169, 1597, 3224957, 5, 241220
1522548170, 1598, 437643, 0, 521789
1522548172, 1599, 1278476, 1, 923417
1522548174, 1600, 1278476, 2, 561363
1522548177, 1601, 1615289, 2, 762666
1522548180, 1602, 1615289, 2, 970074
1522548188, 1603, 4919186, 8, 190355
1522548190, 1604, 1000535, 1, 740024
1522548192, 1605, 1000535, 2, 149900
1522548194, 1606, 1511855, 2, 162014
1522548195, 1607, 951239, 1, 114059
1522548198, 1608, 1087667, 2, 970818
1522548200, 1609, 951239, 1, 578139
1522548202, 1610, 1000535, 1, 798885
1522548205, 1611, 1000535, 3, 379015
1522548207, 1612, 437643, 1, 535989
1522548212, 1613, 3688570, 5, 16387
1522548214, 1614, 951239, 2, 151441
1522548221, 1615, 4919186, 6, 860512
1522548223, 1616, 1278476, 2, 250575
1522548226, 1617, 951239, 2, 560551
1522548227, 1618, 1000535, 1, 946097
1522548235, 1619, 4919186, 7, 884550
1522548240, 1620, 3224957, 5, 16001
1522548243, 1621, 1278476, 3, 71622
1522548245, 1622, 1000535, 1, 126627
1522548250, 1623, 3688570, 5, 118015
1522548252, 1624, 1000535, 1, 844249
1522548253, 1625, 1000535, 1, 946762
1522548256, 1626, 1000535, 2, 250146
1522548259, 1627, 1511855, 3, 277946
1522548262, 1628, 1511855, 3, 171992
1522548265, 1629, 1511855, 2, 662169
1522548267, 1630, 1000535, 2, 252551
1522548269, 1631, 1000535, 2, 359607
1522548271, 1632, 951239, 1, 839724
1522548274, 1633, 1511855, 2, 755103
1522548275, 1634, 1000535, 1, 363216
1522548278, 1635, 1511855, 2, 637206
1522548279, 1636, 1511855, 1, 433646
1522548281, 1637, 1000535, 1, 739868
1522548283, 1638, 1087667, 1, 945848
1522548289, 1639, 3688570, 5, 700353
1522548291, 1640, 1511855, 2, 390677
1522548293, 1641, 1000535, 1, 816893
1522548297, 1642, 1615289, 3, 505647
1522548302, 1643, 3224957, 5, 17641
1522548304, 1644, 1511855, 2, 45787
1522548307, 1645, 1615289, 3, 175956
1522548312, 1646, 3224957, 4, 912387
1522548316, 1647, 3224957, 3, 996275
1522548318, 1648, 1278476, 2, 260122
1522548320, 1649, 437643, 2, 220736
1522548325, 1650, 3688570, 4, 321347
1522548332, 1651, 4919186, 7, 782258
1522548334, 1652, 951239, 1, 846812
1522548337, 1653, 1087667, 2, 466546
1522548345, 1654, 3224957, 8, 280706
1522548346, 1655, 951239, 1, 125950
1522548348, 1656, 1087667, 1, 944807
1522548353, 1657, 3688570, 5, 222081
1522548356, 1658, 1087667, 3, 40483
1522548357, 1659, 951239, 1, 54882
1522548362, 1660, 3688570, 4, 812531
1522548364, 1661, 951239, 1, 539372
1522548370, 1662, 3688570, 6, 245017
1522548372, 1663, 1087667, 1, 635534
1522548372, 1664, 437643, 0, 511155
1522548377, 1665, 3688570, 5, 222264
1522548380, 1666, 1000535, 2, 361012
1522548382, 1667, 1511855, 2, 728950
1522548385, 1668, 1615289, 3, 103950
1522548390, 1669, 1278476, 4, 509088
1522548392, 1670, 1000535, 1, 734942
1522548397, 1671, 3224957, 5, 426092
1522548406, 1672, 4919186, 9, 11255
1522548414, 1673, 4919186, 7, 474779
1522548417, 1674, 1615289, 3, 848433
1522548419, 1675, 1087667, 1, 65272
1522548419, 1676, 437643, 0, 462127
1522548422, 1677, 1615289, 3, 325387
1522548425, 1678, 1000535, 2, 262790
1522548427, 1679, 1278476, 2, 40285
1522548429, 1680, 1615289, 2, 863934
1522548432, 1681, 1278476, 2, 165950
1522548438, 1682, 4919186, 6, 333953
1522548446, 1683, 4919186, 8, 88268
1522548448, 1684, 1615289, 2, 151854
1522548450, 1685, 1615289, 2, 145076
1522548456, 1686, 3688570, 5, 324433
1522548461, 1687, 3688570, 5, 119275
1522548465, 1688, 3224957, 4, 505287
1522548471, 1689, 3688570, 5, 323745
1522548472, 1690, 951239, 1, 130273
1522548472, 1691, 437643, 0, 508619
1522548474, 1692, 1000535, 2, 154845
1522548476, 1693, 1087667, 1, 943082
1522548482, 1694, 3688570, 5, 321084
1522548483, 1695, 1087667, 1, 535605
1522548485, 1696, 1000535, 1, 536779
1522548486, 1697, 1000535, 1, 432893
1522548488, 1698, 1000535, 1, 739191
1522548491, 1699, 1511855, 3, 276025
1522548493, 1700, 1000535, 1, 842879
1522548497, 1701, 1615289, 3, 793177
1522548504, 1702, 3224957, 7, 165640
1522548505, 1703, 1087667, 1, 236895
1522548509, 1704, 1511855, 3, 674233
1522548512, 1705, 1511855, 2, 661918
1522548520, 1706, 4919186, 8, 293844
1522548522, 1707, 1087667, 1, 945531
1522548525, 1708, 1000535, 2, 752817
1522548531, 1709, 3688570, 6, 154931
1522548535, 1710, 1278476, 3, 793693
1522548539, 1711, 3688570, 4, 408051
1522548540, 1712, 951239, 1, 531014
1522548543, 1713, 1278476, 2, 142654
1522548548, 1714, 3224957, 4, 914965
1522548548, 1715, 437643, 0, 515679
1522548549, 1716, 437643, 0, 614074
1522548550, 1717, 437643, 1, 26290
1522548554, 1718, 1087667, 3, 881425
1522548554, 1719, 437643, 0, 517937
1522548556, 1720, 1278476, 2, 351804
1522548561, 1721, 3688570, 4, 709908
1522548563, 1722, 1000535, 1, 431419
1522548567, 1723, 3224957, 4, 708857
1522548569, 1724, 1278476, 2, 50615
1522548570, 1725, 437643, 0, 613746
1522548573, 1726, 1615289, 3, 251115
1522548574, 1727, 437643, 0, 636357
1522548577, 1728, 1000535, 3, 385638
1522548581, 1729, 1000535, 3, 781321
1522548584, 1730, 1615289, 2, 559813
1522548588, 1731, 3224957, 4, 407721
1522548590, 1732, 1278476, 2, 150053
1522548592, 1733, 1000535, 1, 413451
1522548593, 1734, 1278476, 1, 770240
1522548595, 1735, 1278476, 1, 826678
1522548600, 1736, 3688570, 5, 100222
1522548602, 1737, 1278476, 2, 67460
1522548605, 1738, 1615289, 2, 354466
1522548606, 1739, 1278476, 1, 740534
1522548609, 1740, 1511855, 2, 154476
1522548611, 1741, 1511855, 2, 555265
1522548612, 1742, 437643, 1, 228724
1522548614, 1743, 1000535, 1, 130146
1522548620, 1744, 3224957, 6, 619082
1522548625, 1745, 3224957, 5, 151833
1522548627, 1746, 951239, 2, 47805
1522548631, 1747, 1615289, 3, 583500
1522548635, 1748, 3224957, 3, 741508
1522548636, 1749, 437643, 1, 2280
1522548636, 1750, 437643, 0, 691812
1522548646, 1751, 4919186, 10, 136527
1522548654, 1752, 3688570, 7, 585312
1522548660, 1753, 4919186, 6, 126752
1522548668, 1754, 4919186, 7, 379063
1522548669, 1755, 1000535, 1, 734198
1522548674, 1756, 3224957, 4, 932895
1522548676, 1757, 951239, 1, 641912
1522548678, 1758, 1511855, 2, 540196
1522548688, 1759, 4919186, 9, 319029
1522548690, 1760, 1087667, 2, 254110
1522548692, 1761, 1278476, 2, 247302
1522548695, 1762, 1278476, 2, 968909
1522548697, 1763, 1511855, 2, 272374
1522548700, 1764, 1511855, 2, 549896
1522548707, 1765, 3688570, 6, 749146
1522548708, 1766, 437643, 1, 437469
1522548710, 1767, 951239, 1, 843783
1522548712, 1768, 1278476, 2, 143485
1522548715, 1769, 951239, 2, 306004
1522548719, 1770, 3224957, 4, 745652
1522548721, 1771, 1511855, 1, 653094
1522548723, 1772, 1000535, 1, 636007
1522548725, 1773, 1087667, 2, 357466
1522548730, 1774, 3688570, 4, 912201
1522548732, 1775, 1000535, 2, 253081
1522548737, 1776, 3688570, 5, 119965
1522548739, 1777, 1000535, 1, 842472
1522548744, 1778, 3688570, 5, 322530
1522548749, 1779, 3688570, 4, 411877
1522548749, 1780, 437643, 0, 482980
1522548750, 1781, 437643, 0, 636064
1522548755, 1782, 3224957, 4, 708637
1522548757, 1783, 1511855, 2, 357203
1522548759, 1784, 1087667, 2, 45568
1522548763, 1785, 951239, 3, 584343
1522548768, 1786, 3688570, 5, 16506
1522548771, 1787, 3224957, 3, 788216
1522548773, 1788, 1087667, 1, 638575
1522548776, 1789, 1000535, 2, 458860
1522548779, 1790, 1278476, 3, 682598
1522548780, 1791, 437643, 1, 125552
1522548783, 1792, 1000535, 2, 357662
1522548785, 1793, 1000535, 1, 844230
1522548786, 1794, 951239, 1, 839446
1522548790, 1795, 951239, 3, 482765
1522548791, 1796, 1000535, 1, 229825
1522548793, 1797, 1000535, 1, 842457
1522548798, 1798, 3688570, 5, 528437
1522548800, 1799, 1000535, 2, 44829
1522548801, 1800, 437643, 0, 518463
1522548802, 1801, 437643, 0, 502737
1522548804, 1802, 951239, 2, 254306
1522548806, 1803, 1087667, 2, 257407
1522548808, 1804, 1000535, 2, 351948
1522548816, 1805, 4919186, 7, 171313
1522548818, 1806, 1278476, 2, 35701
1522548820, 1807, 1000535, 2, 52588
1522548821, 1808, 437643, 0, 931568
1522548828, 1809, 4919186, 7, 568075
1522548829, 1810, 1000535, 1, 130592
1522548831, 1811, 1087667, 1, 632678
1522548831, 1812, 437643, 0, 482580
1522548836, 1813, 3224957, 4, 946803
1522548838, 1814, 1000535, 1, 941985
1522548842, 1815, 1615289, 4, 100588
1522548844, 1816, 1000535, 1, 223052
1522548846, 1817, 1087667, 2, 50423
1522548850, 1818, 1615289, 4, 306091
1522548856, 1819, 3224957, 5, 933204
1522548858, 1820, 951239, 2, 171789
1522548860, 1821, 1000535, 1, 969625
1522548863, 1822, 1087667, 2, 718014
1522548868, 1823, 3688570, 5, 535344
1522548870, 1824, 1000535, 1, 907284
1522548873, 1825, 1511855, 2, 771234
1522548875, 1826, 1000535, 1, 965835
1522548879, 1827, 3224957, 3, 896495
1522548883, 1828, 3688570, 4, 100474
1522548885, 1829, 1087667, 1, 881433
1522548886, 1830, 951239, 1, 595632
1522548892, 1831, 3224957, 5, 219520
1522548894, 1832, 1615289, 2, 455154
1522548896, 1833, 1000535, 1, 842928
1522548897, 1834, 1087667, 1, 434553
1522548899, 1835, 437643, 1, 606979
1522548902, 1836, 951239, 2, 592525
1522548903, 1837, 1278476, 1, 330293
1522548906, 1838, 951239, 3, 371328
1522548907, 1839, 437643, 0, 514072
1522548913, 1840, 4919186, 6, 554226
1522548918, 1841, 3224957, 5, 18277
1522548921, 1842, 1511855, 2, 638913
1522548925, 1843, 1278476, 3, 606639
1522548929, 1844, 3224957, 3, 993635
1522548930, 1845, 1000535, 1, 639929
1522548931, 1846, 1000535, 1, 18892
1522548932, 1847, 437643, 1, 227405
1522548935, 1848, 1000535, 2, 48827
1522548938, 1849, 1278476, 3, 380849
1522548940, 1850, 1278476, 1, 945899
1522548942, 1851, 1000535, 2, 149311
1522548943, 1852, 1000535, 1, 119257
1522548948, 1853, 3224957, 4, 922328
1522548950, 1854, 1087667, 1, 740299
1522548956, 1855, 4919186, 6, 350225
1522548958, 1856, 1087667, 1, 943915
1522548961, 1857, 1000535, 2, 422229
1522548962, 1858, 1278476, 1, 672189
1522548968, 1859, 3688570, 6, 143469
1522548969, 1860, 437643, 0, 488232
1522548971, 1861, 1278476, 1, 761415
1522548977, 1862, 3224957, 6, 248539
1522548981, 1863, 1278476, 3, 788967
1522548982, 1864, 951239, 1, 225528
1522548990, 1865, 4919186, 7, 674593
1522548992, 1866, 1278476, 2, 47923
1522548992, 1867, 437643, 0, 512289
1522548996, 1868, 3224957, 3, 994484
1522548998, 1869, 951239, 1, 532879
1522549004, 1870, 4919186, 6, 41792
1522549006, 1871, 1087667, 2, 46867
1522549011, 1872, 3224957, 5, 531780
1522549012, 1873, 1087667, 1, 125068
1522549013, 1874, 437643, 1, 124216
1522549015, 1875, 1278476, 1, 548424
1522549017, 1876, 1087667, 1, 729850
1522549018, 1877, 1000535, 1, 124148
1522549020, 1878, 1000535, 1, 739580
1522549027, 1879, 3688570, 7, 256906
1522549028, 1880, 1087667, 1, 248563
1522549032, 1881, 3688570, 4, 92542
1522549034, 1882, 951239, 1, 542785
1522549035, 1883, 1000535, 1, 720048
1522549038, 1884, 1511855, 2, 672847
1522549048, 1885, 4919186, 9, 833552
1522549050, 1886, 1000535, 1, 780021
1522549056, 1887, 4919186, 6, 314883
1522549059, 1888, 1511855, 2, 443805
1522549060, 1889, 951239, 1, 524317
1522549062, 1890, 1278476, 1, 857065
1522549064, 1891, 1000535, 2, 253213
1522549073, 1892, 4919186, 8, 907924
1522549079, 1893, 3224957, 5, 833313
1522549086, 1894, 4919186, 7, 64619
1522549088, 1895, 1511855, 2, 368761
1522549092, 1896, 1615289, 3, 774202
1522549094, 1897, 951239, 1, 632278
1522549095, 1898, 1000535, 1, 83860
1522549098, 1899, 1615289, 2, 934035
1522549105, 1900, 4919186, 7, 45968
1522549107, 1901, 1278476, 1, 740372
1522549108, 1902, 1087667, 1, 637938
1522549113, 1903, 3224957, 4, 709854
1522549120, 1904, 4919186, 6, 625887
1522549121, 1905, 1000535, 1, 156972
1522549125, 1906, 3224957, 4, 94238
1522549126, 1907, 437643, 1, 23988
1522549126, 1908, 437643, 0, 511665
1522549132, 1909, 3224957, 5, 338308
1522549133, 1910, 1000535, 1, 623770
1522549135, 1911, 951239, 1, 742285
1522549141, 1912, 4919186, 5, 951866
1522549143, 1913, 1000535, 1, 725765
1522549143, 1914, 437643, 0, 442257
1522549145, 1915, 1000535, 1, 706567
1522549151, 1916, 4919186, 6, 453100
1522549157, 1917, 3688570, 5, 526741
1522549160, 1918, 1511855, 3, 167207
1522549161, 1919, 1000535, 1, 235079
1522549164, 1920, 1000535, 2, 764146
1522549166, 1921, 1000535, 2, 150047
1522549170, 1922, 1615289, 3, 786132
1522549173, 1923, 1511855, 3, 483707
1522549176, 1924, 1511855, 2, 252075
1522549178, 1925, 1615289, 2, 460007
1522549183, 1926, 3224957, 5, 14123
1522549186, 1927, 1278476, 3, 174680
1522549192, 1928, 3688570, 5, 184764
1522549194, 1929, 1087667, 2, 24112
1522549197, 1930, 1511855, 2, 993329
1522549199, 1931, 1511855, 1, 989701
1522549200, 1932, 1087667, 1, 526553
1522549202, 1933, 1000535, 1, 536712
1522549204, 1934, 1511855, 2, 661055
1522549206, 1935, 1000535, 1, 539091
1522549214, 1936, 4919186, 8, 653137
1522549220, 1937, 3224957, 5, 280731
1522549228, 1938, 4919186, 8, 180039
1522549235, 1939, 4919186, 7, 474136
1522549238, 1940, 1000535, 2, 151133
1522549240, 1941, 1000535, 2, 223940
1522549246, 1942, 3688570, 6, 477839
1522549252, 1943, 1511855, 5, 325914
1522549253, 1944, 1000535, 1, 943943
1522549256, 1945, 1087667, 2, 113006
1522549258, 1946, 1511855, 2, 493983
1522549264, 1947, 4919186, 6, 246981
1522549266, 1948, 951239, 1, 330275
1522549268, 1949, 1278476, 2, 149701
1522549273, 1950, 3688570, 5, 324281
1522549275, 1951, 1278476, 1, 520270
1522549277, 1952, 1278476, 2, 272710
1522549279, 1953, 1278476, 1, 735518
1522549287, 1954, 4919186, 7, 987397
1522549289, 1955, 1087667, 2, 560164
1522549291, 1956, 1000535, 1, 739855
1522549298, 1957, 4919186, 6, 758251
1522549303, 1958, 3224957, 5, 119894
1522549306, 1959, 951239, 2, 865203
1522549308, 1960, 1000535, 2, 149785
1522549315, 1961, 3688570, 6, 963118
1522549317, 1962, 1087667, 2, 252746
1522549318, 1963, 437643, 0, 614833
1522549321, 1964, 1615289, 3, 479994
1522549322, 1965, 437643, 0, 488617
1522549325, 1966, 1278476, 2, 994153
1522549327, 1967, 1000535, 1, 944244
1522549332, 1968, 3224957, 5, 118095
1522549333, 1969, 1087667, 1, 638262
1522549336, 1970, 1511855, 2, 332450
1522549337, 1971, 951239, 1, 481442
1522549338, 1972, 437643, 1, 265301
1522549345, 1973, 4919186, 6, 797381
1522549347, 1974, 437643, 1, 638253
1522549352, 1975, 3224957, 5, 119223
1522549356, 1976, 3224957, 4, 402679
1522549362, 1977, 3688570, 6, 41387
1522549367, 1978, 3224957, 4, 408095
1522549369, 1979, 1511855, 2, 248175
1522549373, 1980, 3224957, 4, 298664
1522549375, 1981, 1000535, 1, 530002
1522549377, 1982, 1000535, 2, 53551
1522549380, 1983, 1615289, 2, 869312
1522549385, 1984, 3224957, 4, 809470
1522549390, 1985, 3688570, 5, 221960
1522549391, 1986, 1278476, 1, 213403
1522549394, 1987, 1000535, 2, 472703
1522549395, 1988, 1000535, 1, 228204
1522549396, 1989, 1000535, 1, 435142
1522549398, 1990, 1000535, 1, 534975
1522549401, 1991, 1511855, 3, 70135
1522549407, 1992, 3688570, 6, 90064
1522549411, 1993, 3224957, 4, 149693
1522549413, 1994, 1000535, 1, 945040
1522549415, 1995, 1278476, 2, 149790
1522549418, 1996, 1278476, 3, 100374
1522549423, 1997, 3224957, 4, 988141
1522549425, 1998, 1278476, 1, 770531
1522549433, 1999, 4919186, 7, 964341
1522549434, 2000, 437643, 0, 504072
1522549441, 2001, 4919186, 7, 577066
1522549443, 2002, 1087667, 1, 537734
1522549446, 2003, 1278476, 3, 69453
1522549448, 2004, 1087667, 2, 355447
1522549450, 2005, 1000535, 1, 842238
1522549452, 2006, 1000535, 2, 252460
1522549459, 2007, 4919186, 6, 397297
1522549461, 2008, 1000535, 2, 3245
1522549462, 2009, 1000535, 1, 740223
1522549465, 2010, 1615289, 3, 192734
1522549468, 2011, 1087667, 2, 433873
1522549471, 2012, 1000535, 2, 662523
1522549473, 2013, 951239, 2, 661538
1522549475, 2014, 951239, 1, 886114
1522549477, 2015, 1087667, 2, 4409
1522549482, 2016, 3224957, 4, 711042
1522549483, 2017, 437643, 1, 432446
1522549486, 2018, 1087667, 2, 559431
1522549488, 2019, 1000535, 1, 843400
1522549490, 2020, 1278476, 2, 151664
1522549491, 2021, 1087667, 1, 123317
1522549496, 2022, 3688570, 5, 529344
1522549500, 2023, 1511855, 3, 777768
1522549501, 2024, 437643, 0, 522491
1522549503, 2025, 1278476, 2, 184957
1522549506, 2026, 1278476, 3, 138807
1522549510, 2027, 1511855, 3, 983889
1522549512, 2028, 1511855, 2, 261989
1522549520, 2029, 4919186, 7, 653530
1522549526, 2030, 4919186, 6, 225100
1522549527, 2031, 437643, 0, 437172
1522549527, 2032, 437643, 0, 511246
1522549529, 2033, 1278476, 2, 271169
1522549531, 2034, 1087667, 1, 331514
1522549533, 2035, 951239, 2, 354383
1522549536, 2036, 1000535, 2, 354455
1522549537, 2037, 1087667, 1, 740447
1522549543, 2038, 3688570, 5, 529364
1522549545, 2039, 1087667, 2, 173351
1522549552, 2040, 3224957, 6, 734622
1522549554, 2041, 1511855, 2, 457019
1522549560, 2042, 3688570, 6, 42399
1522549562, 2043, 1278476, 1, 841873
1522549564, 2044, 1615289, 2, 460720
1522549567, 2045, 1087667, 2, 146647
1522549568, 2046, 951239, 1, 638155
1522549574, 2047, 3224957, 5, 735326
1522549578, 2048, 1615289, 3, 496483
1522549579, 2049, 951239, 1, 580868
1522549580, 2050, 437643, 0, 654437
1522549582, 2051, 1278476, 1, 945058
1522549584, 2052, 1278476, 1, 945161
1522549591, 2053, 4919186, 7, 475174
1522549594, 2054, 1000535, 2, 456913
1522549596, 2055, 951239, 2, 354874
1522549602, 2056, 4919186, 6, 450718
1522549604, 2057, 1000535, 1, 539047
1522549605, 2058, 1087667, 1, 498531
1522549607, 2059, 1278476, 1, 672339
1522549609, 2060, 1615289, 2, 90875
1522549612, 2061, 1000535, 2, 412583
1522549614, 2062, 1511855, 2, 254049
1522549616, 2063, 1000535, 1, 943022
1522549618, 2064, 951239, 2, 355941
1522549624, 2065, 3224957, 5, 528257
1522549625, 2066, 1000535, 1, 730453
1522549627, 2067, 951239, 1, 138719
1522549632, 2068, 3688570, 5, 219265
1522549634, 2069, 437643, 2, 246054
1522549635, 2070, 1000535, 1, 133272
1522549636, 2071, 437643, 0, 613002
1522549638, 2072, 1615289, 2, 355730
1522549642, 2073, 3224957, 3, 992261
1522549644, 2074, 1511855, 2, 153149
1522549652, 2075, 4919186, 8, 86564
1522549657, 2076, 3224957, 4, 607160
1522549661, 2077, 3224957, 4, 454895
1522549665, 2078, 3224957, 3, 941458
1522549666, 2079, 437643, 1, 22848
1522549667, 2080, 951239, 1, 25855
1522549670, 2081, 1615289, 2, 645339
1522549673, 2082, 1615289, 2, 865442
1522549674, 2083, 1000535, 1, 450111
1522549676, 2084, 1278476, 1, 738476
1522549680, 2085, 1278476, 3, 994396
1522549681, 2086, 437643, 0, 490042
1522549689, 2087, 4919186, 8, 176406
1522549694, 2088, 3688570, 5, 243181
1522549696, 2089, 1000535, 2, 65053
1522549699, 2090, 1615289, 3, 273593
1522549702, 2091, 1615289, 2, 457597
1522549702, 2092, 437643, 0, 616833
1522549707, 2093, 3688570, 4, 502231
1522549713, 2094, 4919186, 6, 143286
1522549718, 2095, 3224957, 4, 812900
1522549720, 2096, 1087667, 1, 944630
1522549725, 2097, 3224957, 5, 199463
1522549726, 2098, 1000535, 1, 149005
1522549733, 2099, 3224957, 6, 450421
1522549734, 2100, 1087667, 1, 126347
1522549736, 2101, 951239, 1, 944868
1522549739, 2102, 1000535, 3, 583869
1522549744, 2103, 3224957, 4, 742208
1522549746, 2104, 1511855, 1, 912967
1522549748, 2105, 951239, 1, 740955
1522549750, 2106, 1000535, 1, 944632
1522549753, 2107, 1278476, 3, 390234
1522549755, 2108, 1278476, 1, 627479
1522549757, 2109, 1511855, 2, 148365
1522549761, 2110, 3224957, 4, 96607
1522549770, 2111, 4919186, 8, 702694
1522549772, 2112, 1000535, 2, 151139
1522549777, 2113, 3688570, 5, 120748
1522549783, 2114, 3224957, 6, 40271
1522549785, 2115, 951239, 1, 738414
1522549788, 2116, 1511855, 3, 787344
1522549790, 2117, 1000535, 1, 228387
1522549792, 2118, 1278476, 2, 47903
1522549795, 2119, 1278476, 3, 686206
1522549803, 2120, 4919186, 7, 576705
1522549809, 2121, 3688570, 5, 836527
1522549815, 2122, 4919186, 6, 348925
1522549817, 2123, 1000535, 1, 846660
1522549820, 2124, 1511855, 2, 568598
1522549822, 2125, 1278476, 2, 341195
1522549825, 2126, 1511855, 2, 649397
1522549833, 2127, 4919186, 8, 306512
1522549836, 2128, 1278476, 2, 819706
1522549842, 2129, 3224957, 5, 986437
1522549842, 2130, 437643, 0, 511455
1522549844, 2131, 1511855, 1, 564125
1522549852, 2132, 4919186, 8, 60458
1522549856, 2133, 1615289, 3, 689306
1522549862, 2134, 3688570, 6, 959495
1522549865, 2135, 1087667, 2, 305331
1522549867, 2136, 1000535, 2, 403120
1522549872, 2137, 3224957, 4, 402835
1522549876, 2138, 3224957, 3, 993325
1522549877, 2139, 1000535, 1, 535951
1522549882, 2140, 3688570, 4, 812322
1522549883, 2141, 1000535, 1, 535595
1522549885, 2142, 1000535, 1, 637751
1522549890, 2143, 3688570, 5, 17755
1522549892, 2144, 1000535, 1, 944888
1522549894, 2145, 1000535, 1, 741311
1522549895, 2146, 1087667, 1, 124562
1522549897, 2147, 951239, 1, 700997
1522549899, 2148, 1000535, 1, 985443
1522549902, 2149, 1615289, 3, 276302
1522549904, 2150, 1087667, 2, 490824
1522549912, 2151, 4919186, 7, 439725
1522549917, 2152, 3688570, 5, 222015
1522549919, 2153, 1511855, 2, 47440
1522549924, 2154, 3688570, 5, 119834
1522549926, 2155, 1087667, 1, 945056
1522549928, 2156, 1000535, 1, 843048
1522549929, 2157, 1000535, 1, 125939
1522549932, 2158, 1615289, 2, 765375
1522549934, 2159, 1511855, 2, 123422
1522549937, 2160, 1511855, 3, 199756
1522549939, 2161, 1511855, 2, 255064
1522549941, 2162, 1000535, 1, 472573
1522549943, 2163, 1615289, 2, 210345
1522549945, 2164, 1615289, 1, 664293
1522549947, 2165, 951239, 2, 328381
1522549951, 2166, 1511855, 4, 99726
1522549953, 2167, 1000535, 2, 248909
1522549956, 2168, 1000535, 2, 47558
1522549956, 2169, 437643, 0, 613889
